변동사유발생연월일,구분,업체명
2015.9.2,휴업,방곡주유소
2015.9.3,휴업,굿모닝주유소
2015.9.3,휴업,은산주유소
2015.9.4,등록취소,이천제일주유소
2015.9.4,휴업,우금주유소
2015.9.4,폐업,화물정동주유소
2015.9.4,폐업,선남농협주유소
2015.9.4,폐업,동삼주유소
2015.9.4,등록취소,명마주유소
2015.9.4,휴업,구봉주유소
2015.9.4,휴업,봉황주유소
2015.9.4,휴업,대청주유소
2015.9.7,휴업,도문주유소
2015.9.7,폐업,남부주유소
2015.9.7,휴업,복죽주유소
2015.9.7,휴업,금호주유소
2015.9.8,폐업,그린주유소
2015.9.8,신규등록,대현건천주유소
2015.9.8,신규등록,평산주유소
2015.9.8,휴업,CS에너지성당점
2015.9.8,휴업,대망주유소
2015.9.8,폐업,동일석유㈜ 경인주유소
2015.9.9,폐업,대정주유소
2015.9.10,폐업,풍무주유소
2015.9.10,폐업,동화주유소
2015.9.10,휴업,세종주유소
2015.9.11,폐업,㈜수원현대자동차운전학원 수원성주유소
2015.9.11,폐업,육백사주유소
2015.9.11,폐업,등대주유소
2015.9.14,휴업,용두주유소
2015.9.14,휴업,석정주유소
2015.9.14,신규등록,금성농협주유소
2015.9.14,휴업,분포주유소
2015.9.14,폐업,호남석유㈜
2015.9.14,폐업,조성주유소
2015.9.15,폐업,이화주유소
2015.9.15,신규등록,수안보 만남의 광장주유소
2015.9.16,휴업,제일주유소
2015.9.17,휴업,도리원주유소
2015.9.18,신규등록,옥토끼주유소
2015.9.18,폐업,정동주유소
2015.9.18,휴업,대양석유㈜ 보라매주유소
2015.9.18,폐업,경진주유소
2015.9.18,휴업,반월주유소
2015.9.21,휴업,현대오일뱅크㈜직영 통일로주유소
2015.9.21,휴업,대광주유소
2015.9.21,휴업,계룡주유소
2015.9.21,등록취소,하이웨이주유소
2015.9.22,휴업,행복주유소
2015.9.22,휴업,주식회사 도준코퍼레이션
2015.9.23,휴업,신반월주유소
2015.9.23,폐업,호남고속B주유소
2015.9.23,폐업,좋은기름투에버주유소
2015.9.23,신규등록,남선석유㈜ 남악주유소
2015.9.23,폐업,강변주유소
2015.9.24,휴업,㈜황제주유소
2015.9.24,휴업,개화주유소
2015.9.24,휴업,GS칼텍스㈜직영 신성점
2015.9.25,신규등록,골든루트주유소
2015.9.25,휴업,현대신원주유소
2015.9.30,폐업,신기주유소
2015.9.30,휴업,감동주유소
2015.9.30,폐업,뉴타운주유소
2015.9.30,휴업,월송주유소
2015.10.1,휴업,광석동주유소
2015.10.1,휴업,병곡주유소
2015.10.1,휴업,국제주유소
2015.10.1,휴업,새천년주유소
2015.10.1,폐업,강화대교주유소
2015.10.2,휴업,평택휴게소주유소
2015.10.2,신규등록,코끼리주유소
2015.10.2,폐업,대진주유소
2015.10.2,폐업,진흥주유소
2015.10.2,휴업,상천네트워크㈜
2015.10.2,휴업,동양산업㈜ 사동주유소
2015.10.2,폐업,까치주유소
2015.10.2,휴업,㈜동림에너지 동명주유소
2015.10.5,휴업,하와이고속주유소
2015.10.5,휴업,대원주유소
2015.10.5,휴업,명성주유소
2015.10.6,휴업,양원주유소
2015.10.6,휴업,솔밭주유소
2015.10.6,폐업,팔공산주유소
2015.10.6,휴업,SK네트웍스㈜ 하나원주유소
2015.10.6,신규등록,유한책임회사 가온주유소
2015.10.7,폐업,경일석유㈜ 대경주유소
2015.10.7,신규등록,대가주유소
2015.10.7,신규등록,경원주유소
2015.10.7,휴업,한유이엔지주식회사 형제주유소
2015.10.7,휴업,한동주유소
2015.10.7,신규등록,남산클린주유소
2015.10.8,휴업,동경주유소
2015.10.8,휴업,송학주유소
2015.10.8,휴업,㈜반디이원 반디석유 운남점
2015.10.8,휴업,목포농협주유소3호점
2015.10.8,휴업,앵남주유소
2015.10.8,신규등록,번영주유소
2015.10.12,폐업,탑에너지㈜주유소
2015.10.12,휴업,한일주유소
2015.10.12,휴업,엔크린주유소
2015.10.12,휴업,까치주유소
2015.10.13,휴업,펀치볼주유소
2015.10.13,폐업,일광석유
2015.10.15,휴업,호명네트웍스㈜ 노원주유소
2015.10.15,휴업,탑주유소
2015.10.15,등록취소,구산주유소
2015.10.16,등록취소,월곶주유소
2015.10.16,휴업,나포리주유소
2015.10.16,폐업,㈜평동주유소
2015.10.16,폐업,나주호주유소
2015.10.19,신규등록,만땅주유소
2015.10.19,신규등록,아바타주유소
2015.10.20,폐업,가야주유소
2015.10.20,휴업,현대주유소
2015.10.20,휴업,서암주유소
2015.10.20,휴업,대흥주유소
2015.10.21,휴업,터치주유소
2015.10.21,폐업,순흥주유소
2015.10.21,휴업,미양주유소
2015.10.22,신규등록,웅천농협(내평지점)주유소
2015.10.23,휴업,웅동주유소
2015.10.23,휴업,서광주유소
2015.10.23,폐업,삼화석유㈜ 이도주유소
2015.10.23,등록취소,한빛주유소
2015.10.23,휴업,금평주유소
2015.10.26,폐업,쉼터주유소
2015.10.26,휴업,풍천주유소
2015.10.26,신규등록,동성주유소
2015.10.26,폐업,샛별주유소
2015.10.26,휴업,하늘주유소
2015.10.26,휴업,의성주유소
2015.10.26,폐업,고려주유소
2015.10.26,휴업,문암주유소
2015.10.27,신규등록,㈜오일코모코 다목주유소
2015.10.27,휴업,태광주유소
2015.10.28,폐업,한국광유㈜ 성서고속주유소
2015.10.28,폐업,SK네트웍스㈜ 한천로주유소
2015.10.28,휴업,명신주유소
2015.10.29,등록취소,수목원주유소
2015.10.29,휴업,두바이주유소
2015.10.29,휴업,대농제2주유소
2015.10.29,휴업,서강주유소
2015.10.30,휴업,장림주유소
2015.10.30,신규등록,영암휴게소주유소
2015.11.2,신규등록,맑은샘주유소
2015.11.2,휴업,창신주유소
2015.11.2,폐업,고객사랑주유소
2015.11.2,휴업,신목동주유소
2015.11.2,휴업,익산톨게이트주유소
2015.11.2,신규등록,톨게이트주유소
2015.11.3,휴업,가평self주유소
2015.11.3,휴업,외감주유소
2015.11.3,휴업,계양주유소
2015.11.4,폐업,신세계주유소
2015.11.4,폐업,친절주유소
2015.11.5,휴업,장금정주유소
2015.11.5,신규등록,우정혁신주유소
2015.11.6,폐업,창공주유소
2015.11.6,휴업,현곡주유소
2015.11.6,신규등록,㈜OS에너지 용문주유소
2015.11.6,휴업,미추홀주유소
2015.11.9,휴업,남산주유소
2015.11.9,휴업,대림싼주유소
2015.11.9,휴업,서산보라매주유소
2015.11.9,휴업,서산주유소
2015.11.9,휴업,금성주유소
2015.11.10,폐업,대동주유소
2015.11.10,휴업,서림주유소
2015.11.10,휴업,송덕주유소
2015.11.10,휴업,최고셀프주유소
2015.11.10,폐업,부일석유㈜
2015.11.10,휴업,경제석유
2015.11.11,폐업,성복주유소
2015.11.11,신규등록,새천년주유소
2015.11.11,휴업,가나주유소
2015.11.11,휴업,이레주유소
2015.11.11,휴업,성당주유소
2015.11.12,폐업,그린주유소
2015.11.12,휴업,티제이에너지㈜ 인도주유소
2015.11.12,등록취소,합동주유소
2015.11.12,폐업,무지개주유소
2015.11.13,휴업,㈜삼호에너지 보동주유소
2015.11.13,폐업,SK문학주유소
2015.11.13,폐업,오양석유
2015.11.13,폐업,관악주유소
2015.11.16,등록취소,진성주유소
2015.11.16,폐업,물건주유소
2015.11.16,폐업,돼지꿈주유소
2015.11.17,등록취소,㈜스타에너지
2015.11.17,폐업,대동주유소
2015.11.17,폐업,유천주유소
2015.11.18,폐업,지에스 신흥주유소
2015.11.19,휴업,추풍령(서울방면)주유소
2015.11.19,휴업,코비산업ENG 영천점주유소
2015.11.19,휴업,부강주유소
2015.11.19,휴업,조성주유소
2015.11.20,휴업,선두
2015.11.20,폐업,장덕주유소
2015.11.20,휴업,서천군수협 희리산주유소
2015.11.20,휴업,엔젤주유소
2015.11.20,휴업,독립기념관주유소
2015.11.23,신규등록,경춘로주유소
2015.11.23,신규등록,양포주유소
2015.11.24,폐업,명품주유소
2015.11.24,휴업,신한주유소
2015.11.24,등록취소,대성주유소
2015.11.24,휴업,GS칼텍스㈜직영 태화점
2015.11.24,폐업,우전주유소
2015.11.24,신규등록,오토밸리㈜
2015.11.25,등록취소,부천주유소
2015.11.25,휴업,여진self주유소
2015.11.26,폐업,남도주유소
2015.11.26,폐업,남포주유소
2015.11.26,휴업,대흥주유소
2015.11.26,휴업,선경모터스㈜청양주유소
2015.11.27,폐업,SK네트웍스㈜ SK사이버주유소
2015.11.27,휴업,유전주유소
2015.11.27,휴업,스카이주유소
2015.11.27,휴업,4공단 운송주유소
2015.11.30,폐업,명동주유소
2015.11.30,폐업,고서주유소
2015.11.30,휴업,동암주유소
2015.11.30,신규등록,대한민국만세주유소
2015.12.1,폐업,영동주유소
2015.12.1,등록취소,신화성주유소
2015.12.1,폐업,은마석유㈜ 에코델타주유소
2015.12.1,휴업,글로리주유소
2015.12.1,폐업,하단셀프주유소
2015.12.1,휴업,구암주유소
2015.12.1,신규등록,㈜원일유통 강천산(광주)주유소
2015.12.2,신규등록,현대오일뱅크㈜직영 현대셀프 화정점
2015.12.2,휴업,진원주유소
2015.12.2,휴업,동림석유산업㈜직영 제2주유소
2015.12.2,폐업,청해주유소
2015.12.2,등록취소,차사랑주유소
2015.12.4,폐업,진관주유소
2015.12.4,폐업,부창주유소
2015.12.4,폐업,관문주유소
2015.12.7,휴업,금성주유소
2015.12.8,폐업,장원주유소
2015.12.8,신규등록,덕양에너지 목포주유소
2015.12.9,휴업,한우리주유소
2015.12.9,등록취소,대광주유소
2015.12.9,휴업,대양석유㈜ SK괴정주유소
2015.12.9,폐업,동일석유㈜ 은하주유소
2015.12.9,폐업,대성에너지
2015.12.10,폐업,GS칼텍스 남양점
2015.12.10,휴업,영암온천주유소
2015.12.11,폐업,대화주유소
2015.12.11,휴업,유라주유소
2015.12.11,폐업,밀성주유소
2015.12.11,휴업,대원주유소
2015.12.11,휴업,불암주유소
2015.12.14,휴업,청산주유소
2015.12.14,등록취소,대광주유소
2015.12.14,휴업,서광주유소
2015.12.15,신규등록,금샘주유소
2015.12.15,폐업,동광주유소
2015.12.15,휴업,도산주유소
2015.12.15,휴업,도영주유소
2015.12.15,폐업,해오름주유소
2015.12.17,휴업,삼거리주유소
2015.12.17,폐업,부강주유소
2015.12.17,휴업,아르델주유소
2015.12.18,휴업,한신주유소
2015.12.21,휴업,한려주유소
2015.12.21,폐업,케이케이㈜ 장성중앙주유소
2015.12.21,휴업,(유)황제주유소
2015.12.21,신규등록,고운self주유소
2015.12.22,휴업,우금주유소
2015.12.22,휴업,석산주유소
2015.12.22,휴업,대원주유소
2015.12.22,휴업,광광주유소
2015.12.22,휴업,탑주유소
2015.12.22,휴업,평화주유소
2015.12.23,폐업,SK네트웍스㈜ 하북주유소
2015.12.23,신규등록,매월주유소
2015.12.23,폐업,㈜기성
2015.12.23,휴업,구두래주유소
2015.12.23,휴업,기분좋은주유소
2015.12.24,폐업,삼화주유소
2015.12.24,신규등록,행복주유소
2015.12.24,휴업,NH순한한우조합공동사업법인
2015.12.28,폐업,지에스칼텍스㈜로타리점
2015.12.28,신규등록,양남농협경제사업장주유소
2015.12.28,신규등록,(주)경인석유고속도로 외동(상)주유소
2015.12.28,신규등록,㈜경인석유고속도로외동(하)주유소
2015.12.28,휴업,다운주유소
2015.12.28,휴업,삽교호주유소
2015.12.29,휴업,화정주유소
2015.12.29,휴업,고현주유소
2015.12.29,휴업,하늘주유소
2015.12.29,휴업,감동주유소
2015.12.29,휴업,대원주유소
2015.12.29,휴업,웅동주유소
2015.12.29,등록취소,새천년주유소
2015.12.29,휴업,연지주유소
2015.12.29,휴업,석계주유소
2015.12.29,휴업,월천주유소
2015.12.30,신규등록,부곡버스공영차고지 주유소
2015.12.30,휴업,강변주유소
2015.12.30,폐업,가랫재주유소
2015.12.30,휴업,충렬주유소
2015.12.30,폐업,미화주유소
2015.12.30,휴업,춘장대IC주유소
2015.12.30,폐업,청산주유소
2015.12.31,휴업,㈜대성에너지
2015.12.31,휴업,음성IC주유소
2016.1.4,휴업,송평주유소
2016.1.4,폐업,부곡주유소
2016.1.4,휴업,용잠주유소
2016.1.4,휴업,오성주유소
2016.1.4,휴업,태양주유소
2016.1.5,폐업,㈜제일주유소
2016.1.5,등록취소,서창주유소
2016.1.5,휴업,신세계주유소
2016.1.5,휴업,삼화주유소
2016.1.5,휴업,글로리주유소
2016.1.5,폐업,석교주유소
2016.1.5,등록취소,성암에너지
2016.1.6,휴업,우정주유소
2016.1.6,휴업,대현건천주유소
2016.1.6,폐업,스마일주유소
2016.1.6,휴업,히어로주유소
2016.1.6,휴업,SK네트웍스(주)진영주유소
2016.1.6,휴업,계양주유소
2016.1.6,폐업,신화주유소
2016.1.6,휴업,(주)보성주유소
2016.1.7,휴업,국민에너지㈜
2016.1.7,휴업,남광석유판매㈜직영중동주유소
2016.1.7,휴업,유림주유소
2016.1.7,휴업,우리들주유소
2016.1.7,신규등록,완도소안수산업협동조합
2016.1.8,폐업,보물섬주유소
2016.1.12,휴업,천지주유소
2016.1.13,휴업,풍산주유소
2016.1.13,휴업,엔젤주유소
2016.1.13,폐업,교현주유소
2016.1.14,폐업,산청주유소
2016.1.14,폐업,새천년LG석유
2016.1.14,폐업,사하라주유소
2016.1.14,휴업,산성주유소
2016.1.14,등록취소,두바이주유소
2016.1.15,휴업,토탈이엔이(주)굿모닝주유소
2016.1.15,휴업,동홍천주유소
2016.1.15,폐업,정서진주유소
2016.1.18,휴업,한전리주유소
2016.1.18,휴업,광석동주유소
2016.1.18,휴업,고은주유소
2016.1.18,등록취소,장능주유소
2016.1.18,폐업,미화주유소
2016.1.18,휴업,㈜혜성에너지 금곡주유소
2016.1.19,신규등록,남악신도시주유소
2016.1.20,휴업,대천주유소
2016.1.20,신규등록,신철주유소
2016.1.20,휴업,현대오일뱅크(주)직영오일시티주유소
2016.1.20,폐업,남서울주유소
2016.1.21,휴업,단촌고속주유소
2016.1.21,휴업,영광IC주유소
2016.1.21,휴업,세모아주식회사주유소
2016.1.22,폐업,북방주유소
2016.1.22,폐업,유선주유소
2016.1.22,신규등록,대우주유소
2016.1.22,신규등록,남악신도시주유소
2016.1.25,휴업,문수암주유소
2016.1.26,폐업,구지공단주유소
2016.1.26,휴업,불은주유소
2016.1.26,신규등록,금정농협주유소
2016.1.26,신규등록,금정농협주유소
2016.1.27,휴업,하일라주유소
2016.1.27,휴업,삼한제1
2016.1.27,휴업,수안보만남의광장주유소
2016.1.28,휴업,㈜동마직영 기쁨가득주유소
2016.1.28,휴업,목포주유소
2016.1.28,등록취소,길상주유소
2016.1.29,휴업,태현주유소
2016.1.29,휴업,안영톨게이트주유소
2016.2.1,폐업,SK 증산주유소
2016.2.1,폐업,대왕석유무역(주) 신오창주유소
2016.2.2,신규등록,방미주유소
2016.2.3,휴업,중원주유소
2016.2.3,휴업,글로리주유소
2016.2.3,폐업,간석오거리
2016.2.3,신규등록,(주)남현주유소
2016.2.4,휴업,성남주유소
2016.2.4,폐업,케이케이(주) KK주유소
2016.2.5,폐업,황금주유소
2016.2.5,휴업,천일주유소
2016.2.5,폐업,한신주유소
2016.2.5,폐업,삼정주유소
2016.2.5,휴업,탑주유소
2016.2.11,신규등록,하성로 일품주유소
2016.2.11,휴업,사계절주유소
2016.2.11,휴업,(주)태승에너지 제철주유소
2016.2.12,신규등록,동해농협클린주유소
2016.2.12,휴업,서해에너지
2016.2.12,폐업,사송주유소
2016.2.12,휴업,문화주유소
2016.2.12,등록취소,한마음주유소
2016.2.12,폐업,터미널주유소
2016.2.12,폐업,(주)태림석유 강동주유소
2016.2.15,폐업,(주)소모에너지엔테크놀러지 장수원주유소
2016.2.15,휴업,짱구주유소
2016.2.16,폐업,돌바우주유소
2016.2.16,휴업,대원주유소
2016.2.16,휴업,현풍IC주유소
2016.2.16,폐업,미양주유소
2016.2.17,휴업,현대주유소
2016.2.18,휴업,덕풍계곡주유소
2016.2.18,폐업,(주)소모에너지엔테크놀러지 뉴탄현주유소
2016.2.18,신규등록,한마음주유소
2016.2.19,등록취소,우리에너지
2016.2.19,휴업,도개주유소
2016.2.19,폐업,시곡주유소
2016.2.22,휴업,동암주유소
2016.2.22,휴업,희망주유소
2016.2.23,폐업,진고개주유소
2016.2.23,휴업,백마주유소
2016.2.23,폐업,4공단주유소
2016.2.23,폐업,제일주유소
2016.2.23,폐업,신일주유소
2016.2.23,폐업,온누리주유소
2016.2.24,폐업,만선주유소
2016.2.24,휴업,푸른별주유소
2016.2.24,신규등록,새연안주유소
2016.2.24,폐업,화정주유소
2016.2.24,휴업,희망주유소
2016.2.25,휴업,두바이주유소
2016.2.25,폐업,신천지주유소
